,PLAATS,Woonplaats,Rating,vj,AW,PC,GEMEENTE,PROVINCIE,pc2
688,Den_Haag,Den_Haag,1387,1383,939,2490,s_Gravenhage,Zuid_Holland,2490
689,Den_Haag,Den_Haag,398,398,8,2490,s_Gravenhage,Zuid_Holland,2490
690,Den_Haag,Den_Haag,801,791,191,2490,s_Gravenhage,Zuid_Holland,2490
691,Den_Haag,Den_Haag,1353,1354,801,2490,s_Gravenhage,Zuid_Holland,2490
692,Den_Haag,Den_Haag,1330,1343,42,2490,s_Gravenhage,Zuid_Holland,2490
693,Den_Haag,Den_Haag,1095,1105,67,2490,s_Gravenhage,Zuid_Holland,2490
694,Den_Haag,Den_Haag,746,749,309,2490,s_Gravenhage,Zuid_Holland,2490
695,Den_Haag,Den_Haag,833,827,172,2490,s_Gravenhage,Zuid_Holland,2490
696,Den_Haag,Den_Haag,846,841,172,2490,s_Gravenhage,Zuid_Holland,2490
697,Den_Haag,Den_Haag,1425,1429,788,2490,s_Gravenhage,Zuid_Holland,2490
698,Den_Haag,Den_Haag,997,997,165,2490,s_Gravenhage,Zuid_Holland,2490
699,Den_Helder,Den_Helder,690,690,32,1780,Den_Helder,Noord_Holland,1780
700,Den_Helder,Den_Helder,900,900,39,1780,Den_Helder,Noord_Holland,1780
701,Den_Helder,Den_Helder,1027,1027,35,1780,Den_Helder,Noord_Holland,1780
702,Den_Helder,Den_Helder,847,847,40,1780,Den_Helder,Noord_Holland,1780
703,Den_Helder,Den_Helder,821,821,64,1780,Den_Helder,Noord_Holland,1780
704,Den_Helder,Den_Helder,1223,1208,324,1780,Den_Helder,Noord_Holland,1780
705,Den_Helder,Den_Helder,528,528,17,1780,Den_Helder,Noord_Holland,1780
706,Den_Ilp,Den_Ilp,823,823,62,1127,Landsmeer,Noord_Holland,1127
707,Den_Ilp,Den_Ilp,772,772,23,1127,Landsmeer,Noord_Holland,1127
708,Den_Ilp,Den_Ilp,1168,1163,406,1127,Landsmeer,Noord_Holland,1127
709,Deventer,Deventer,949,949,230,7400,Deventer,Overijssel,7400
710,Deventer,Deventer,886,886,134,7400,Deventer,Overijssel,7400
711,Deventer,Deventer,820,823,43,7400,Deventer,Overijssel,7400
712,Deventer,Deventer,822,821,205,7400,Deventer,Overijssel,7400
713,Deventer,Deventer,801,801,24,7400,Deventer,Overijssel,7400
714,Deventer,Deventer,678,678,28,7400,Deventer,Overijssel,7400
715,Deventer,Deventer,878,885,77,7400,Deventer,Overijssel,7400
716,Deventer,Deventer,792,792,125,7400,Deventer,Overijssel,7400
717,Deventer,Deventer,952,942,619,7400,Deventer,Overijssel,7400
718,Deventer,Deventer,877,882,127,7400,Deventer,Overijssel,7400
719,Deventer,Deventer,931,919,263,7400,Deventer,Overijssel,7400
720,Deventer,Deventer,560,560,76,7400,Deventer,Overijssel,7400
721,Deventer,Deventer,1191,1191,397,7400,Deventer,Overijssel,7400
722,Deventer,Deventer,685,685,49,7400,Deventer,Overijssel,7400
723,Diemen,Diemen,589,589,71,1110,Diemen,Noord_Holland,1110
724,Diemen,Diemen,762,762,188,1110,Diemen,Noord_Holland,1110
725,Diemen,Diemen,1016,1016,315,1110,Diemen,Noord_Holland,1110
726,Diemen,Diemen,698,698,124,1110,Diemen,Noord_Holland,1110
727,Diemen,Diemen,1019,1018,221,1110,Diemen,Noord_Holland,1110
728,Diemen,Diemen,1186,1186,672,1110,Diemen,Noord_Holland,1110
729,Dieren,Dieren,1407,1406,485,6950,Rheden,Gelderland,6950
730,Diever,Diever,720,720,40,7980,Westerveld,Drenthe,7980
731,Diever,Diever,649,649,31,7980,Westerveld,Drenthe,7980
732,Dinteloord,Dinteloord,1088,1080,184,4670,Steenbergen,Noord_Brabant,4670
733,Dinxperlo,Dinxperlo,976,976,120,7090,Aalten,Gelderland,7090
734,Dinxperlo,Dinxperlo,969,969,175,7090,Aalten,Gelderland,7090
735,Dinxperlo,Dinxperlo,495,499,48,7090,Aalten,Gelderland,7090
736,Dinxperlo,Dinxperlo,822,824,153,7090,Aalten,Gelderland,7090
737,Dinxperlo,Dinxperlo,992,987,136,7090,Aalten,Gelderland,7090
738,Doetinchem,Doetinchem,1020,1021,218,7000,Doetinchem,Gelderland,7000
739,Doetinchem,Doetinchem,864,838,56,7000,Doetinchem,Gelderland,7000
740,Doetinchem,Doetinchem,883,888,159,7000,Doetinchem,Gelderland,7000
741,Doetinchem,Doetinchem,1147,1151,394,7000,Doetinchem,Gelderland,7000
742,Doetinchem,Doetinchem,979,983,241,7000,Doetinchem,Gelderland,7000
743,Doetinchem,Doetinchem,951,956,150,7000,Doetinchem,Gelderland,7000
744,Doetinchem,Doetinchem,791,791,107,7000,Doetinchem,Gelderland,7000
745,Doetinchem,Doetinchem,992,999,57,7000,Doetinchem,Gelderland,7000
746,Doetinchem,Doetinchem,807,808,50,7000,Doetinchem,Gelderland,7000
747,Doetinchem,Doetinchem,1258,1257,384,7000,Doetinchem,Gelderland,7000
748,Doetinchem,Doetinchem,1096,1107,199,7000,Doetinchem,Gelderland,7000
749,Doetinchem,Doetinchem,939,875,41,7000,Doetinchem,Gelderland,7000
750,Doetinchem,Doetinchem,682,676,134,7000,Doetinchem,Gelderland,7000
751,Doetinchem,Doetinchem,797,797,165,7000,Doetinchem,Gelderland,7000
752,Doetinchem,Doetinchem,830,830,65,7000,Doetinchem,Gelderland,7000
753,Doetinchem,Doetinchem,1065,1075,391,7000,Doetinchem,Gelderland,7000
754,Doetinchem,Doetinchem,800,800,44,7000,Doetinchem,Gelderland,7000
755,Doetinchem,Doetinchem,872,874,84,7000,Doetinchem,Gelderland,7000
756,Doezum,Doezum,930,930,84,9863,Grootegast,Groningen,9863
757,Dokkum,Dokkum,1010,1010,243,9100,Dongeradeel,Friesland,9100
758,Dokkum,Dokkum,1070,1080,424,9100,Dongeradeel,Friesland,9100
759,Dokkum,Dokkum,1052,1051,390,9100,Dongeradeel,Friesland,9100
760,Dokkum,Dokkum,968,960,366,9100,Dongeradeel,Friesland,9100
761,Dokkum,Dokkum,947,952,224,9100,Dongeradeel,Friesland,9100
762,Dongen,Dongen,992,968,8,5100,Dongen,Noord_Brabant,5100
763,Dongen,Dongen,563,563,27,5100,Dongen,Noord_Brabant,5100
764,Dongen,Dongen,907,911,495,5100,Dongen,Noord_Brabant,5100
765,Dongen,Dongen,1321,1312,480,5100,Dongen,Noord_Brabant,5100
766,Dongen,Dongen,859,859,46,5100,Dongen,Noord_Brabant,5100
767,Dongen,Dongen,792,787,50,5100,Dongen,Noord_Brabant,5100
768,Dongen,Dongen,837,837,15,5100,Dongen,Noord_Brabant,5100
769,Dongen,Dongen,624,624,12,5100,Dongen,Noord_Brabant,5100
770,Donkerbroek,Donkerbroek,859,859,94,8435,Ooststellingwerf,Friesland,8435
771,Donkerbroek,Donkerbroek,678,678,41,8435,Ooststellingwerf,Friesland,8435
772,Donkerbroek,Donkerbroek,734,734,45,8435,Ooststellingwerf,Friesland,8435
773,Donkerbroek,Donkerbroek,936,938,57,8435,Ooststellingwerf,Friesland,8435
774,Donkerbroek,Donkerbroek,596,596,13,8435,Ooststellingwerf,Friesland,8435
775,Doorn,Doorn,1146,1145,323,3940,Utrechtse_Heuvelrug,Utrecht,3940
776,Doorn,Doorn,621,624,68,3940,Utrechtse_Heuvelrug,Utrecht,3940
777,Doorn,Doorn,923,924,142,3940,Utrechtse_Heuvelrug,Utrecht,3940
778,Doornenburg,Doornenburg,996,996,88,6686,Lingewaard,Gelderland,6686
779,Doorwerth,Doorwerth,1068,1066,247,6865,Renkum,Gelderland,6865
780,Dordrecht,Dordrecht,1103,1103,133,3300,Dordrecht,Zuid_Holland,3300
781,Dordrecht,Dordrecht,766,766,49,3300,Dordrecht,Zuid_Holland,3300
782,Dordrecht,Dordrecht,889,889,87,3300,Dordrecht,Zuid_Holland,3300
783,Dordrecht,Dordrecht,1196,1200,820,3300,Dordrecht,Zuid_Holland,3300
784,Dordrecht,Dordrecht,899,899,72,3300,Dordrecht,Zuid_Holland,3300
785,Dordrecht,Dordrecht,1252,1235,207,3300,Dordrecht,Zuid_Holland,3300
786,Dordrecht,Dordrecht,763,763,60,3300,Dordrecht,Zuid_Holland,3300
787,Dordrecht,Dordrecht,1176,1194,562,3300,Dordrecht,Zuid_Holland,3300
788,Dordrecht,Dordrecht,817,817,32,3300,Dordrecht,Zuid_Holland,3300
789,Dordrecht,Dordrecht,831,831,118,3300,Dordrecht,Zuid_Holland,3300
790,Dordrecht,Dordrecht,1120,1120,17,3300,Dordrecht,Zuid_Holland,3300
791,Dordrecht,Dordrecht,966,966,252,3300,Dordrecht,Zuid_Holland,3300
792,Dordrecht,Dordrecht,940,940,54,3300,Dordrecht,Zuid_Holland,3300
793,Dordrecht,Dordrecht,910,910,157,3300,Dordrecht,Zuid_Holland,3300
794,Dordrecht,Dordrecht,1362,1362,384,3300,Dordrecht,Zuid_Holland,3300
795,Dordrecht,Dordrecht,902,900,240,3300,Dordrecht,Zuid_Holland,3300
796,Dordrecht,Dordrecht,1356,1358,283,3300,Dordrecht,Zuid_Holland,3300
797,Dordrecht,Dordrecht,926,926,161,3300,Dordrecht,Zuid_Holland,3300
798,Dordrecht,Dordrecht,893,893,95,3300,Dordrecht,Zuid_Holland,3300
799,Dordrecht,Dordrecht,532,532,83,3300,Dordrecht,Zuid_Holland,3300
800,Dordrecht,Dordrecht,1143,1144,601,3300,Dordrecht,Zuid_Holland,3300
801,Drachten,Drachten,883,883,59,9200,Smallingerland,Friesland,9200
802,Drachten,Drachten,671,671,66,9200,Smallingerland,Friesland,9200
803,Drachten,Drachten,966,966,88,9200,Smallingerland,Friesland,9200
804,Drachten,Drachten,1392,1391,875,9200,Smallingerland,Friesland,9200
805,Drachten,Drachten,1235,1236,569,9200,Smallingerland,Friesland,9200
806,Drachten,Drachten,1316,1315,347,9200,Smallingerland,Friesland,9200
807,Drachten,Drachten,667,667,17,9200,Smallingerland,Friesland,9200
808,Drachten,Drachten,884,856,335,9200,Smallingerland,Friesland,9200
809,Drachten,Drachten,1056,1056,341,9200,Smallingerland,Friesland,9200
810,Drachten,Drachten,603,603,50,9200,Smallingerland,Friesland,9200
811,Drachten,Drachten,920,934,172,9200,Smallingerland,Friesland,9200
812,Drachten,Drachten,771,771,81,9200,Smallingerland,Friesland,9200
813,Drachten,Drachten,1162,1167,436,9200,Smallingerland,Friesland,9200
814,Drachten,Drachten,819,816,257,9200,Smallingerland,Friesland,9200
815,Drachten,Drachten,639,642,126,9200,Smallingerland,Friesland,9200
816,Drachten,Drachten,824,824,75,9200,Smallingerland,Friesland,9200
817,Drachten,Drachten,728,728,39,9200,Smallingerland,Friesland,9200
818,Drachten,Drachten,929,929,136,9200,Smallingerland,Friesland,9200
819,Drachten,Drachten,759,759,48,9200,Smallingerland,Friesland,9200
820,Drachten,Drachten,1184,1187,363,9200,Smallingerland,Friesland,9200
821,Drachten,Drachten,711,711,43,9200,Smallingerland,Friesland,9200
822,Drachten,Drachten,1097,1092,296,9200,Smallingerland,Friesland,9200
823,Drachten,Drachten,945,952,398,9200,Smallingerland,Friesland,9200
824,Drachten,Drachten,835,837,189,9200,Smallingerland,Friesland,9200
825,Drachten,Drachten,648,648,96,9200,Smallingerland,Friesland,9200
826,Drachten,Drachten,808,808,118,9200,Smallingerland,Friesland,9200
827,Drachten,Drachten,1167,1167,252,9200,Smallingerland,Friesland,9200
828,Drempt,Drempt,787,787,84,6996,Bronckhorst,Gelderland,6996
829,Driel,Driel,919,919,115,6665,Overbetuwe,Gelderland,6665
830,Driel,Driel,964,964,339,6665,Overbetuwe,Gelderland,6665
831,Driel,Driel,855,855,100,6665,Overbetuwe,Gelderland,6665
832,Drogeham,Drogeham,744,744,41,9289,Achtkarspelen,Friesland,9289
833,Dronten,Dronten,647,647,39,8250,Dronten,Flevoland,8250
834,Dronten,Dronten,966,966,101,8250,Dronten,Flevoland,8250
835,Dronten,Dronten,606,606,48,8250,Dronten,Flevoland,8250
836,Dronten,Dronten,658,658,8,8250,Dronten,Flevoland,8250
837,Dronten,Dronten,1001,1001,208,8250,Dronten,Flevoland,8250
838,Dronten,Dronten,1147,1147,313,8250,Dronten,Flevoland,8250
839,Dronten,Dronten,749,749,55,8250,Dronten,Flevoland,8250
840,Dronten,Dronten,681,681,20,8250,Dronten,Flevoland,8250
841,Dronten,Dronten,631,631,71,8250,Dronten,Flevoland,8250
842,Dronten,Dronten,973,975,518,8250,Dronten,Flevoland,8250
843,Dronten,Dronten,1002,994,131,8250,Dronten,Flevoland,8250
844,Dronten,Dronten,1003,1014,381,8250,Dronten,Flevoland,8250
845,Dronten,Dronten,667,667,51,8250,Dronten,Flevoland,8250
846,Dronten,Dronten,731,731,47,8250,Dronten,Flevoland,8250
847,Druten,Druten,1242,1245,332,6650,Druten,Gelderland,6650
848,Druten,Druten,765,765,90,6650,Druten,Gelderland,6650
849,Druten,Druten,1113,1121,216,6650,Druten,Gelderland,6650
850,Duiven,Duiven,1005,1009,202,6920,Duiven,Gelderland,6920
851,Duiven,Duiven,856,854,48,6920,Duiven,Gelderland,6920
852,Duiven,Duiven,947,947,34,6920,Duiven,Gelderland,6920
853,Duiven,Duiven,828,822,111,6920,Duiven,Gelderland,6920
854,Dwingeloo,Dwingeloo,737,737,48,7990,Westerveld,Drenthe,7990
855,Eastermar,Eastermar,961,961,149,9260,Tytsjerksteradiel,Friesland,9260
856,Eastermar,Eastermar,670,669,168,9260,Tytsjerksteradiel,Friesland,9260
857,Eastermar,Eastermar,760,760,31,9260,Tytsjerksteradiel,Friesland,9260
858,Eastermar,Eastermar,626,626,31,9260,Tytsjerksteradiel,Friesland,9260
859,Eastermar,Eastermar,815,815,25,9260,Tytsjerksteradiel,Friesland,9260
860,Echtenerbrug,Echtenerbrug,1010,1010,18,8539,Lemsterland,Friesland,8539
861,Edam,Edam,832,832,59,1135,Edam_Volendam,Noord_Holland,1135
862,Ederveen,Ederveen,754,754,88,6744,Ede,Gelderland,6744
863,Ederveen,Ederveen,1094,1095,285,6744,Ede,Gelderland,6744
864,Ederveen,Ederveen,991,991,80,6744,Ede,Gelderland,6744
865,Ederveen,Ederveen,807,807,40,6744,Ede,Gelderland,6744
866,Ederveen,Ederveen,731,731,85,6744,Ede,Gelderland,6744
867,Ederveen,Ederveen,814,814,77,6744,Ede,Gelderland,6744
868,Ederveen,Ederveen,749,749,33,6744,Ede,Gelderland,6744
869,Ederveen,Ederveen,1167,1167,127,6744,Ede,Gelderland,6744
870,Ederveen,Ederveen,534,534,11,6744,Ede,Gelderland,6744
871,Ederveen,Ederveen,769,769,20,6744,Ede,Gelderland,6744
872,Eefde,Eefde,723,723,124,7210,Lochem,Gelderland,7210
873,Eefde,Eefde,535,539,66,7210,Lochem,Gelderland,7210
874,Eefde,Eefde,970,976,99,7210,Lochem,Gelderland,7210
875,Eefde,Eefde,958,958,163,7210,Lochem,Gelderland,7210
876,Eelde,Eelde,1225,1228,523,9760,Tynaarlo,Drenthe,9760
877,Eelde,Eelde,1128,1130,104,9760,Tynaarlo,Drenthe,9760
878,Eelde,Eelde,555,555,41,9760,Tynaarlo,Drenthe,9760
879,Eelderwolde,Eelderwolde,1022,1026,263,9766,Tynaarlo,Drenthe,9766
880,Eemdijk,Eemdijk,777,777,96,3754,Bunschoten,Utrecht,3754
881,Eemdijk,Eemdijk,834,852,180,3754,Bunschoten,Utrecht,3754
882,Eemdijk,Eemdijk,719,719,44,3754,Bunschoten,Utrecht,3754
883,Eerbeek,Eerbeek,467,469,55,6960,Brummen,Gelderland,6960
884,Eerbeek,Eerbeek,795,795,41,6960,Brummen,Gelderland,6960
885,Eerbeek,Eerbeek,732,732,23,6960,Brummen,Gelderland,6960
886,Eerbeek,Eerbeek,731,731,116,6960,Brummen,Gelderland,6960
887,Eerbeek,Eerbeek,703,703,251,6960,Brummen,Gelderland,6960
888,Eerbeek,Eerbeek,948,950,176,6960,Brummen,Gelderland,6960
889,Eesveen,Eesveen,1006,1000,215,8347,Steenwijkerland,Overijssel,8347
890,Eibergen,Eibergen,1087,1083,410,7150,Berkelland,Gelderland,7150
891,Eibergen,Eibergen,922,923,154,7150,Berkelland,Gelderland,7150
892,Eibergen,Eibergen,873,893,635,7150,Berkelland,Gelderland,7150
893,Eibergen,Eibergen,893,899,236,7150,Berkelland,Gelderland,7150
894,Eijsden,Eijsden,1035,1031,114,6245,Eijsden,Limburg,6245
895,Eindhoven,Eindhoven,812,812,28,5600,Eindhoven,Noord_Brabant,5600
896,Eindhoven,Eindhoven,1354,1354,414,5600,Eindhoven,Noord_Brabant,5600
897,Eindhoven,Eindhoven,904,904,82,5600,Eindhoven,Noord_Brabant,5600
898,Eindhoven,Eindhoven,1406,1409,258,5600,Eindhoven,Noord_Brabant,5600
899,Eindhoven,Eindhoven,928,928,128,5600,Eindhoven,Noord_Brabant,5600
900,Eindhoven,Eindhoven,1209,1227,468,5600,Eindhoven,Noord_Brabant,5600
901,Eindhoven,Eindhoven,1031,1031,225,5600,Eindhoven,Noord_Brabant,5600
902,Eindhoven,Eindhoven,904,909,93,5600,Eindhoven,Noord_Brabant,5600
903,Eindhoven,Eindhoven,1099,1099,264,5600,Eindhoven,Noord_Brabant,5600
904,Eindhoven,Eindhoven,1031,1031,325,5600,Eindhoven,Noord_Brabant,5600
905,Eindhoven,Eindhoven,1162,1165,266,5600,Eindhoven,Noord_Brabant,5600
906,Eindhoven,Eindhoven,1101,1101,213,5600,Eindhoven,Noord_Brabant,5600
907,Eindhoven,Eindhoven,978,978,60,5600,Eindhoven,Noord_Brabant,5600
908,Eindhoven,Eindhoven,1084,1078,236,5600,Eindhoven,Noord_Brabant,5600
909,Eindhoven,Eindhoven,720,722,11,5600,Eindhoven,Noord_Brabant,5600
910,Eindhoven,Eindhoven,1234,1231,235,5600,Eindhoven,Noord_Brabant,5600
911,Eindhoven,Eindhoven,1241,1236,389,5600,Eindhoven,Noord_Brabant,5600
912,Eindhoven,Eindhoven,916,970,20,5600,Eindhoven,Noord_Brabant,5600
913,Elahuizen,Elahuizen,1063,1063,79,8581,Gaasterlan_Sleat,Friesland,8581
914,Elspeet,Elspeet,657,657,18,8075,Nunspeet,Gelderland,8075
915,Elspeet,Elspeet,987,987,138,8075,Nunspeet,Gelderland,8075
916,Elspeet,Elspeet,908,908,119,8075,Nunspeet,Gelderland,8075
917,Elspeet,Elspeet,911,911,107,8075,Nunspeet,Gelderland,8075
918,Elspeet,Elspeet,992,993,287,8075,Nunspeet,Gelderland,8075
919,Elspeet,Elspeet,959,959,33,8075,Nunspeet,Gelderland,8075
920,Elspeet,Elspeet,874,874,17,8075,Nunspeet,Gelderland,8075
921,Emmeloord,Emmeloord,1156,1159,245,8300,Noordoostpolder,Flevoland,8300
922,Emmeloord,Emmeloord,1071,1067,346,8300,Noordoostpolder,Flevoland,8300
923,Emmeloord,Emmeloord,774,774,24,8300,Noordoostpolder,Flevoland,8300
924,Emmeloord,Emmeloord,895,895,247,8300,Noordoostpolder,Flevoland,8300
925,Emmeloord,Emmeloord,793,793,25,8300,Noordoostpolder,Flevoland,8300
926,Emmeloord,Emmeloord,1114,1120,375,8300,Noordoostpolder,Flevoland,8300
927,Emmeloord,Emmeloord,705,705,29,8300,Noordoostpolder,Flevoland,8300
928,Emmeloord,Emmeloord,908,904,197,8300,Noordoostpolder,Flevoland,8300
929,Emmeloord,Emmeloord,1375,1375,330,8300,Noordoostpolder,Flevoland,8300
930,Emmeloord,Emmeloord,986,989,173,8300,Noordoostpolder,Flevoland,8300
931,Emmeloord,Emmeloord,660,660,32,8300,Noordoostpolder,Flevoland,8300
932,Emmeloord,Emmeloord,1056,1058,365,8300,Noordoostpolder,Flevoland,8300
933,Emmen,Emmen,736,736,80,7800,Emmen,Drenthe,7800
934,Emmen,Emmen,1360,1366,625,7800,Emmen,Drenthe,7800
935,Emmen,Emmen,1047,1047,221,7800,Emmen,Drenthe,7800
936,Emmen,Emmen,1030,1030,230,7800,Emmen,Drenthe,7800
937,Emmen,Emmen,780,780,23,7800,Emmen,Drenthe,7800
938,Emmen,Emmen,799,799,70,7800,Emmen,Drenthe,7800
939,Emmen,Emmen,1273,1271,585,7800,Emmen,Drenthe,7800
940,Emmen,Emmen,832,832,135,7800,Emmen,Drenthe,7800
941,Emmen,Emmen,1021,1021,97,7800,Emmen,Drenthe,7800
942,Emmen,Emmen,783,783,41,7800,Emmen,Drenthe,7800
943,Emst,Emst,798,798,67,8166,Epe,Gelderland,8166
944,Enkhuizen,Enkhuizen,764,764,66,1600,Enkhuizen,Noord_Holland,1600
945,Enkhuizen,Enkhuizen,817,817,15,1600,Enkhuizen,Noord_Holland,1600
946,Enkhuizen,Enkhuizen,844,844,30,1600,Enkhuizen,Noord_Holland,1600
947,Enkhuizen,Enkhuizen,1175,1181,566,1600,Enkhuizen,Noord_Holland,1600
948,Ens,Ens,824,824,82,8307,Noordoostpolder,Flevoland,8307
949,Ens,Ens,857,861,41,8307,Noordoostpolder,Flevoland,8307
950,Ens,Ens,746,746,37,8307,Noordoostpolder,Flevoland,8307
951,Enschede,Enschede,1013,1013,111,7500,Enschede,Overijssel,7500
952,Enschede,Enschede,929,950,111,7500,Enschede,Overijssel,7500
953,Enschede,Enschede,1137,1135,273,7500,Enschede,Overijssel,7500
954,Enschede,Enschede,667,667,15,7500,Enschede,Overijssel,7500
955,Enschede,Enschede,1230,1220,295,7500,Enschede,Overijssel,7500
956,Enschede,Enschede,964,964,84,7500,Enschede,Overijssel,7500
957,Enschede,Enschede,1338,1336,519,7500,Enschede,Overijssel,7500
958,Enschede,Enschede,1106,1105,404,7500,Enschede,Overijssel,7500
959,Enschede,Enschede,1037,1037,359,7500,Enschede,Overijssel,7500
960,Enschede,Enschede,947,947,16,7500,Enschede,Overijssel,7500
961,Enschede,Enschede,1045,1045,130,7500,Enschede,Overijssel,7500
962,Enschede,Enschede,1293,1298,363,7500,Enschede,Overijssel,7500
963,Enschede,Enschede,811,811,32,7500,Enschede,Overijssel,7500
964,Enschede,Enschede,1158,1159,487,7500,Enschede,Overijssel,7500
965,Enschede,Enschede,810,790,16,7500,Enschede,Overijssel,7500
966,Enschede,Enschede,923,923,134,7500,Enschede,Overijssel,7500
967,Enschede,Enschede,734,740,112,7500,Enschede,Overijssel,7500
968,Enschede,Enschede,1248,1248,526,7500,Enschede,Overijssel,7500
969,Enschede,Enschede,857,857,13,7500,Enschede,Overijssel,7500
970,Enschede,Enschede,845,845,104,7500,Enschede,Overijssel,7500
971,Enschede,Enschede,1063,1063,222,7500,Enschede,Overijssel,7500
972,Enschede,Enschede,1062,1048,23,7500,Enschede,Overijssel,7500
973,Enschede,Enschede,755,755,86,7500,Enschede,Overijssel,7500
974,Enschede,Enschede,624,624,33,7500,Enschede,Overijssel,7500
975,Enschede,Enschede,912,912,79,7500,Enschede,Overijssel,7500
976,Enschede,Enschede,930,930,69,7500,Enschede,Overijssel,7500
977,Enschede,Enschede,1231,1243,351,7500,Enschede,Overijssel,7500
978,Enschede,Enschede,880,875,119,7500,Enschede,Overijssel,7500
979,Enschede,Enschede,778,778,76,7500,Enschede,Overijssel,7500
980,Enschede,Enschede,1200,1199,390,7500,Enschede,Overijssel,7500
981,Enschede,Enschede,1093,1088,137,7500,Enschede,Overijssel,7500
982,Enschede,Enschede,651,651,55,7500,Enschede,Overijssel,7500
983,Enspijk,Enspijk,485,491,9,4157,Geldermalsen,Gelderland,4157
984,Enter,Enter,792,792,96,7468,Wierden,Overijssel,7468
985,Epe,Epe,726,726,23,8160,Epe,Gelderland,8160
986,Erica,Erica,799,804,227,7887,Emmen,Drenthe,7887
987,Ermelo,Ermelo,430,441,227,3850,Ermelo,Gelderland,3850
988,Ermelo,Ermelo,941,941,113,3850,Ermelo,Gelderland,3850
989,Ermelo,Ermelo,1187,1187,303,3850,Ermelo,Gelderland,3850
990,Ermelo,Ermelo,1171,1165,210,3850,Ermelo,Gelderland,3850
991,Ermelo,Ermelo,543,543,39,3850,Ermelo,Gelderland,3850
992,Erp,Erp,750,750,31,5469,Veghel,Noord_Brabant,5469
993,Farmsum,Farmsum,928,928,107,9936,Delfzijl,Groningen,9936
994,Folsgare,Folsgare,901,901,46,8773,Wymbritseradiel,Friesland,8773
995,Franeker,Franeker,611,611,12,8800,Franekeradeel,Friesland,8800
996,Franeker,Franeker,1237,1235,509,8800,Franekeradeel,Friesland,8800
997,Franeker,Franeker,716,722,81,8800,Franekeradeel,Friesland,8800
998,Franeker,Franeker,776,777,139,8800,Franekeradeel,Friesland,8800
999,Franeker,Franeker,618,618,30,8800,Franekeradeel,Friesland,8800
1000,Franeker,Franeker,1335,1335,657,8800,Franekeradeel,Friesland,8800
1001,Franeker,Franeker,955,955,53,8800,Franekeradeel,Friesland,8800
1002,Gaanderen,Gaanderen,837,838,129,7010,Doetinchem,Gelderland,7010
1003,Gaanderen,Gaanderen,769,767,104,7010,Doetinchem,Gelderland,7010
1004,Gaanderen,Gaanderen,846,850,322,7010,Doetinchem,Gelderland,7010
1005,Gapinge,Gapinge,991,995,298,4352,Veere,Zeeland,4352
1006,Garderen,Garderen,769,781,128,3886,Barneveld,Gelderland,3886
1007,Garrelsweer,Garrelsweer,899,901,87,9918,Loppersum,Groningen,9918
1008,Geertruidenberg,Geertruidenberg,960,960,198,4930,Geertruidenberg,Noord_Brabant,4930
1009,Geldermalsen,Geldermalsen,1442,1442,538,4190,Geldermalsen,Gelderland,4190
1010,Geldrop,Geldrop,1186,1185,232,5660,Geldrop_Mierlo,Noord_Brabant,5660
1011,Geldrop,Geldrop,855,858,42,5660,Geldrop_Mierlo,Noord_Brabant,5660
1012,Geleen,Geleen,845,823,172,6160,Sittard_Geleen,Limburg,6160
1013,Geleen,Geleen,767,765,163,6160,Sittard_Geleen,Limburg,6160
1014,Geleen,Geleen,694,694,22,6160,Sittard_Geleen,Limburg,6160
1015,Gemert,Gemert,1098,1098,271,5420,Gemert_Bakel,Noord_Brabant,5420
1016,Gendringen,Gendringen,926,924,136,7080,Oude_IJsselstreek,Gelderland,7080
1017,Gendringen,Gendringen,958,954,167,7080,Oude_IJsselstreek,Gelderland,7080
1018,Gendringen,Gendringen,1141,1143,412,7080,Oude_IJsselstreek,Gelderland,7080
1019,Gendt,Gendt,838,838,103,6690,Lingewaard,Gelderland,6690
1020,Gendt,Gendt,1253,1248,341,6690,Lingewaard,Gelderland,6690
1021,Gendt,Gendt,773,773,102,6690,Lingewaard,Gelderland,6690
1022,Gendt,Gendt,649,649,17,6690,Lingewaard,Gelderland,6690
1023,Gendt,Gendt,1015,1015,285,6690,Lingewaard,Gelderland,6690
1024,Genemuiden,Genemuiden,875,875,67,8280,Zwartewaterland,Overijssel,8280
1025,Genemuiden,Genemuiden,1028,1028,105,8280,Zwartewaterland,Overijssel,8280
1026,Genemuiden,Genemuiden,897,897,86,8280,Zwartewaterland,Overijssel,8280
1027,Genemuiden,Genemuiden,924,924,30,8280,Zwartewaterland,Overijssel,8280
1028,Genemuiden,Genemuiden,866,866,95,8280,Zwartewaterland,Overijssel,8280
1029,Genemuiden,Genemuiden,923,923,105,8280,Zwartewaterland,Overijssel,8280
1030,Genemuiden,Genemuiden,862,862,46,8280,Zwartewaterland,Overijssel,8280
1031,Genemuiden,Genemuiden,820,820,39,8280,Zwartewaterland,Overijssel,8280
1032,Genemuiden,Genemuiden,747,747,39,8280,Zwartewaterland,Overijssel,8280
1033,Genemuiden,Genemuiden,1027,1027,85,8280,Zwartewaterland,Overijssel,8280
1034,Genemuiden,Genemuiden,933,933,76,8280,Zwartewaterland,Overijssel,8280
1035,Genemuiden,Genemuiden,980,980,89,8280,Zwartewaterland,Overijssel,8280
1036,Genemuiden,Genemuiden,754,754,66,8280,Zwartewaterland,Overijssel,8280
