,PLAATS,Woonplaats,Rating,vj,AW,PC,GEMEENTE,PROVINCIE,pc2
2315,Sint_Annaparochie,Sint_Annaparochie,1123,1123,241,9076,Het_Bildt,Friesland,9076
2316,Sint_Annaparochie,Sint_Annaparochie,686,686,45,9076,Het_Bildt,Friesland,9076
2317,Sint_Jansklooster,Sint_Jansklooster,775,775,28,8326,Steenwijkerland,Overijssel,8326
2318,Sint_Jansklooster,Sint_Jansklooster,676,676,25,8326,Steenwijkerland,Overijssel,8326
2319,Sint_Jansklooster,Sint_Jansklooster,739,739,61,8326,Steenwijkerland,Overijssel,8326
2320,Sint_Jansklooster,Sint_Jansklooster,746,746,29,8326,Steenwijkerland,Overijssel,8326
2321,Sint_Jansklooster,Sint_Jansklooster,817,817,13,8326,Steenwijkerland,Overijssel,8326
2322,Sint_Jansklooster,Sint_Jansklooster,861,861,62,8326,Steenwijkerland,Overijssel,8326
2323,Sint_Jansklooster,Sint_Jansklooster,804,804,38,8326,Steenwijkerland,Overijssel,8326
2324,Sint_Maartensdijk,Sint_Maartensdijk,785,785,57,4695,Tholen,Zeeland,4695
2325,Sint_Maartensdijk,Sint_Maartensdijk,1005,1006,340,4695,Tholen,Zeeland,4695
2326,Sint_Michielsgestel,Sint_Michielsgestel,881,881,83,5270,Sint_Michielsgestel,Noord_Brabant,5270
2327,Sint_Michielsgestel,Sint_Michielsgestel,815,815,151,5270,Sint_Michielsgestel,Noord_Brabant,5270
2328,Sint_Michielsgestel,Sint_Michielsgestel,1078,1075,194,5270,Sint_Michielsgestel,Noord_Brabant,5270
2329,Sint_Michielsgestel,Sint_Michielsgestel,999,995,147,5270,Sint_Michielsgestel,Noord_Brabant,5270
2330,Sint_Michielsgestel,Sint_Michielsgestel,1097,1099,249,5270,Sint_Michielsgestel,Noord_Brabant,5270
2331,Sint_Oedenrode,Sint_Oedenrode,814,814,26,5490,Sint_Oedenrode,Noord_Brabant,5490
2332,Sint_Oedenrode,Sint_Oedenrode,781,781,11,5490,Sint_Oedenrode,Noord_Brabant,5490
2333,Sint_Oedenrode,Sint_Oedenrode,451,451,45,5490,Sint_Oedenrode,Noord_Brabant,5490
2334,Sint_Oedenrode,Sint_Oedenrode,885,885,161,5490,Sint_Oedenrode,Noord_Brabant,5490
2335,Sint_Oedenrode,Sint_Oedenrode,744,744,34,5490,Sint_Oedenrode,Noord_Brabant,5490
2336,Sint_Oedenrode,Sint_Oedenrode,926,925,235,5490,Sint_Oedenrode,Noord_Brabant,5490
2337,Sint_Pancras,Sint_Pancras,623,623,41,1834,Langedijk,Noord_Holland,1834
2338,Sint_Pancras,Sint_Pancras,1279,1279,449,1834,Langedijk,Noord_Holland,1834
2339,Sint_Philipsland,Sint_Philipsland,871,871,92,4675,Tholen,Zeeland,4675
2340,Sint_Philipsland,Sint_Philipsland,706,706,76,4675,Tholen,Zeeland,4675
2341,Sittard,Sittard,1033,1033,41,6130,Sittard_Geleen,Limburg,6130
2342,Sittard,Sittard,1245,1244,706,6130,Sittard_Geleen,Limburg,6130
2343,Sittard,Sittard,1237,1238,163,6130,Sittard_Geleen,Limburg,6130
2344,Sleeuwijk,Sleeuwijk,850,850,177,4254,Werkendam,Noord_Brabant,4254
2345,Sleeuwijk,Sleeuwijk,830,846,18,4254,Werkendam,Noord_Brabant,4254
2346,Sliedrecht,Sliedrecht,969,964,69,3360,Sliedrecht,Zuid_Holland,3360
2347,Sliedrecht,Sliedrecht,451,451,29,3360,Sliedrecht,Zuid_Holland,3360
2348,Sliedrecht,Sliedrecht,780,780,49,3360,Sliedrecht,Zuid_Holland,3360
2349,Sliedrecht,Sliedrecht,1107,1102,220,3360,Sliedrecht,Zuid_Holland,3360
2350,Sliedrecht,Sliedrecht,653,649,31,3360,Sliedrecht,Zuid_Holland,3360
2351,Sliedrecht,Sliedrecht,1071,1071,130,3360,Sliedrecht,Zuid_Holland,3360
2352,Sliedrecht,Sliedrecht,1026,1031,392,3360,Sliedrecht,Zuid_Holland,3360
2353,Slijk_Ewijk,Slijk_Ewijk,784,784,63,6677,Overbetuwe,Gelderland,6677
2354,Slijk_Ewijk,Slijk_Ewijk,891,891,81,6677,Overbetuwe,Gelderland,6677
2355,Sneek,Sneek,1090,1090,97,8600,Sneek,Friesland,8600
2356,Sneek,Sneek,699,699,36,8600,Sneek,Friesland,8600
2357,Sneek,Sneek,1300,1304,517,8600,Sneek,Friesland,8600
2358,Sneek,Sneek,741,741,84,8600,Sneek,Friesland,8600
2359,Sneek,Sneek,1187,1191,296,8600,Sneek,Friesland,8600
2360,Sneek,Sneek,1235,1228,626,8600,Sneek,Friesland,8600
2361,Sneek,Sneek,877,877,86,8600,Sneek,Friesland,8600
2362,Sneek,Sneek,1033,1033,100,8600,Sneek,Friesland,8600
2363,Sneek,Sneek,904,904,98,8600,Sneek,Friesland,8600
2364,Sneek,Sneek,519,519,19,8600,Sneek,Friesland,8600
2365,Sneek,Sneek,735,735,65,8600,Sneek,Friesland,8600
2366,Sneek,Sneek,996,996,109,8600,Sneek,Friesland,8600
2367,Sneek,Sneek,1065,1063,233,8600,Sneek,Friesland,8600
2368,Sneek,Sneek,942,942,114,8600,Sneek,Friesland,8600
2369,Sneek,Sneek,1194,1194,149,8600,Sneek,Friesland,8600
2370,Sneek,Sneek,1069,1069,262,8600,Sneek,Friesland,8600
2371,Sneek,Sneek,683,683,49,8600,Sneek,Friesland,8600
2372,Sneek,Sneek,741,741,39,8600,Sneek,Friesland,8600
2373,Soest,Soest,1173,1173,154,3760,Soest,Utrecht,3760
2374,Soest,Soest,621,621,47,3760,Soest,Utrecht,3760
2375,Soest,Soest,948,948,91,3760,Soest,Utrecht,3760
2376,Soest,Soest,746,746,69,3760,Soest,Utrecht,3760
2377,Soest,Soest,849,849,45,3760,Soest,Utrecht,3760
2378,Soest,Soest,1208,1208,383,3760,Soest,Utrecht,3760
2379,Sommelsdijk,Sommelsdijk,957,957,16,3245,Middelharnis,Zuid_Holland,3245
2380,Spijkenisse,Spijkenisse,1155,1160,285,3200,Spijkenisse,Zuid_Holland,3200
2381,Spijkenisse,Spijkenisse,800,801,114,3200,Spijkenisse,Zuid_Holland,3200
2382,Stadskanaal,Stadskanaal,866,866,53,9500,Stadskanaal,Groningen,9500
2383,Stadskanaal,Stadskanaal,1225,1225,76,9500,Stadskanaal,Groningen,9500
2384,Standdaarbuiten,Standdaarbuiten,781,781,7,4758,Moerdijk,Noord_Brabant,4758
2385,Stavenisse,Stavenisse,863,863,48,4696,Tholen,Zeeland,4696
2386,Steenwijk,Steenwijk,1183,1183,216,8330,Steenwijkerland,Overijssel,8330
2387,Steenwijk,Steenwijk,859,859,77,8330,Steenwijkerland,Overijssel,8330
2388,Steenwijk,Steenwijk,707,707,392,8330,Steenwijkerland,Overijssel,8330
2389,Steenwijk,Steenwijk,968,968,73,8330,Steenwijkerland,Overijssel,8330
2390,Steenwijk,Steenwijk,905,905,76,8330,Steenwijkerland,Overijssel,8330
2391,Steenwijk,Steenwijk,992,990,674,8330,Steenwijkerland,Overijssel,8330
2392,Steggerda,Steggerda,829,829,72,8395,Weststellingwerf,Friesland,8395
2393,Stiens,Stiens,974,972,144,9050,Leeuwarderadeel,Friesland,9050
2394,Stiens,Stiens,739,743,182,9050,Leeuwarderadeel,Friesland,9050
2395,Stiens,Stiens,786,788,408,9050,Leeuwarderadeel,Friesland,9050
2396,Stiens,Stiens,518,518,273,9050,Leeuwarderadeel,Friesland,9050
2397,Stolwijk,Stolwijk,616,616,23,2820,Vlist,Zuid_Holland,2820
2398,Streefkerk,Streefkerk,849,849,21,2959,Liesveld,Zuid_Holland,2959
2399,Strijen,Strijen,934,934,80,3290,Strijen,Zuid_Holland,3290
2400,Strijen,Strijen,891,891,111,3290,Strijen,Zuid_Holland,3290
2401,Strijen,Strijen,461,461,23,3290,Strijen,Zuid_Holland,3290
2402,Strijen,Strijen,715,715,48,3290,Strijen,Zuid_Holland,3290
2403,Strijen,Strijen,907,907,189,3290,Strijen,Zuid_Holland,3290
2404,Stroobos,Stroobos,1010,1012,145,9870,Achtkarspelen,Friesland,9870
2405,Sumar,Sumar,1328,1325,673,9262,Tytsjerksteradiel,Friesland,9262
2406,Sumar,Sumar,786,786,79,9262,Tytsjerksteradiel,Friesland,9262
2407,Sumar,Sumar,814,814,175,9262,Tytsjerksteradiel,Friesland,9262
2408,Sumar,Sumar,688,688,65,9262,Tytsjerksteradiel,Friesland,9262
2409,Surhuisterveen,Surhuisterveen,668,668,17,9230,Achtkarspelen,Friesland,9230
2410,Surhuisterveen,Surhuisterveen,797,796,107,9230,Achtkarspelen,Friesland,9230
2411,Surhuisterveen,Surhuisterveen,984,984,120,9230,Achtkarspelen,Friesland,9230
2412,Surhuisterveen,Surhuisterveen,1079,1077,650,9230,Achtkarspelen,Friesland,9230
2413,Surhuisterveen,Surhuisterveen,888,884,26,9230,Achtkarspelen,Friesland,9230
2414,Surhuisterveen,Surhuisterveen,689,689,30,9230,Achtkarspelen,Friesland,9230
2415,Surhuisterveen,Surhuisterveen,755,766,126,9230,Achtkarspelen,Friesland,9230
2416,Ten_Boer,Ten_Boer,1035,1035,174,9790,Ten_Boer,Groningen,9790
2417,Ten_Boer,Ten_Boer,1067,1055,614,9790,Ten_Boer,Groningen,9790
2418,Ter_Aar,Ter_Aar,804,804,66,2460,Ter_Aar,Zuid_Holland,2460
2419,Ter_Aar,Ter_Aar,659,659,32,2460,Ter_Aar,Zuid_Holland,2460
2420,Ter_Apel,Ter_Apel,1298,1298,404,9560,Vlagtwedde,Groningen,9560
2421,Ter_Apel,Ter_Apel,1130,1130,430,9560,Vlagtwedde,Groningen,9560
2422,Ter_Apelkanaal,Ter_Apelkanaal,881,871,248,9563,Vlagtwedde,Groningen,9563
2423,Ter_Heijde,Ter_Heijde,570,570,43,2684,Westland,Zuid_Holland,2684
2424,Ter_Heijde,Ter_Heijde,644,644,143,2684,Westland,Zuid_Holland,2684
2425,Terborg,Terborg,517,517,45,7060,Oude_IJsselstreek,Gelderland,7060
2426,Terborg,Terborg,892,891,630,7060,Oude_IJsselstreek,Gelderland,7060
2427,Terborg,Terborg,1011,1009,230,7060,Oude_IJsselstreek,Gelderland,7060
2428,Terborg,Terborg,878,887,222,7060,Oude_IJsselstreek,Gelderland,7060
2429,Terherne,Terherne,968,971,43,8493,Boarnsterhim,Friesland,8493
2430,Ternaard,Ternaard,914,913,210,9145,Dongeradeel,Friesland,9145
2431,Terschuur,Terschuur,958,958,146,3784,Barneveld,Gelderland,3784
2432,Terwispel,Terwispel,990,987,169,8407,Opsterland,Friesland,8407
2433,Tholen,Tholen,1103,1103,46,4690,Tholen,Zeeland,4690
2434,Tholen,Tholen,589,591,181,4690,Tholen,Zeeland,4690
2435,Tholen,Tholen,907,907,70,4690,Tholen,Zeeland,4690
2436,Tiel,Tiel,965,964,233,4000,Tiel,Gelderland,4000
2437,Tiel,Tiel,1056,1054,298,4000,Tiel,Gelderland,4000
2438,Tiel,Tiel,736,736,71,4000,Tiel,Gelderland,4000
2439,Tiel,Tiel,918,921,50,4000,Tiel,Gelderland,4000
2440,Tiel,Tiel,789,789,111,4000,Tiel,Gelderland,4000
2441,Tiel,Tiel,497,497,8,4000,Tiel,Gelderland,4000
2442,Tiel,Tiel,710,710,37,4000,Tiel,Gelderland,4000
2443,Tiel,Tiel,682,682,49,4000,Tiel,Gelderland,4000
2444,Tijnje,Tijnje,834,834,61,8406,Opsterland,Friesland,8406
2445,Tilburg,Tilburg,1058,1058,364,5000,Tilburg,Noord_Brabant,5000
2446,Tilburg,Tilburg,1280,1280,350,5000,Tilburg,Noord_Brabant,5000
2447,Tilburg,Tilburg,887,876,275,5000,Tilburg,Noord_Brabant,5000
2448,Tilburg,Tilburg,1103,1107,60,5000,Tilburg,Noord_Brabant,5000
2449,Tilburg,Tilburg,1184,1179,497,5000,Tilburg,Noord_Brabant,5000
2450,Tilburg,Tilburg,802,802,33,5000,Tilburg,Noord_Brabant,5000
2451,Tilburg,Tilburg,1174,1172,253,5000,Tilburg,Noord_Brabant,5000
2452,Tilburg,Tilburg,1280,1286,275,5000,Tilburg,Noord_Brabant,5000
2453,Tilburg,Tilburg,1235,1235,289,5000,Tilburg,Noord_Brabant,5000
2454,Tilburg,Tilburg,775,772,616,5000,Tilburg,Noord_Brabant,5000
2455,Tilburg,Tilburg,794,792,17,5000,Tilburg,Noord_Brabant,5000
2456,Tilburg,Tilburg,1005,1005,20,5000,Tilburg,Noord_Brabant,5000
2457,Tilburg,Tilburg,896,896,81,5000,Tilburg,Noord_Brabant,5000
2458,Tilburg,Tilburg,1138,1136,253,5000,Tilburg,Noord_Brabant,5000
2459,Tilburg,Tilburg,990,982,112,5000,Tilburg,Noord_Brabant,5000
2460,Tilburg,Tilburg,1416,1412,1041,5000,Tilburg,Noord_Brabant,5000
2461,Tilburg,Tilburg,991,986,273,5000,Tilburg,Noord_Brabant,5000
2462,Tilburg,Tilburg,1189,1184,715,5000,Tilburg,Noord_Brabant,5000
2463,Tilburg,Tilburg,1169,1173,248,5000,Tilburg,Noord_Brabant,5000
2464,Tilburg,Tilburg,742,742,7,5000,Tilburg,Noord_Brabant,5000
2465,Tilburg,Tilburg,1097,1101,317,5000,Tilburg,Noord_Brabant,5000
2466,Tilburg,Tilburg,1023,1026,160,5000,Tilburg,Noord_Brabant,5000
2467,Tilburg,Tilburg,935,937,105,5000,Tilburg,Noord_Brabant,5000
2468,Tilburg,Tilburg,855,858,154,5000,Tilburg,Noord_Brabant,5000
2469,Tilburg,Tilburg,985,985,99,5000,Tilburg,Noord_Brabant,5000
2470,Tilburg,Tilburg,943,943,176,5000,Tilburg,Noord_Brabant,5000
2471,Tilburg,Tilburg,1167,1167,239,5000,Tilburg,Noord_Brabant,5000
2472,Tilburg,Tilburg,1364,1357,381,5000,Tilburg,Noord_Brabant,5000
2473,Tilburg,Tilburg,1323,1322,350,5000,Tilburg,Noord_Brabant,5000
2474,Tilburg,Tilburg,936,944,124,5000,Tilburg,Noord_Brabant,5000
2475,Tilburg,Tilburg,943,943,180,5000,Tilburg,Noord_Brabant,5000
2476,Tilburg,Tilburg,793,793,100,5000,Tilburg,Noord_Brabant,5000
2477,Tilburg,Tilburg,1045,1056,267,5000,Tilburg,Noord_Brabant,5000
2478,Tjalleberd,Tjalleberd,966,970,310,8458,Heerenveen,Friesland,8458
2479,Tjerkgaast,Tjerkgaast,806,806,41,8522,Skarsterlan,Friesland,8522
2480,Tjerkgaast,Tjerkgaast,869,869,46,8522,Skarsterlan,Friesland,8522
2481,Tolbert,Tolbert,532,532,10,9356,Leek,Groningen,9356
2482,Tolbert,Tolbert,1039,1036,89,9356,Leek,Groningen,9356
2483,Tolbert,Tolbert,830,828,207,9356,Leek,Groningen,9356
2484,Triemen,Triemen,852,866,131,9296,Kollumerland_en_Nieuwkruisland,Friesland,9296
2485,Tuitjenhorn,Tuitjenhorn,1192,1182,525,1747,Harenkarpsel,Noord_Holland,1747
2486,Tuitjenhorn,Tuitjenhorn,1366,1363,736,1747,Harenkarpsel,Noord_Holland,1747
2487,Tuk,Tuk,743,743,34,8334,Steenwijkerland,Overijssel,8334
2488,Tuk,Tuk,778,778,56,8334,Steenwijkerland,Overijssel,8334
2489,Twello,Twello,688,688,82,7390,Voorst,Gelderland,7390
2490,Twijzelerheide,Twijzelerheide,623,623,40,9287,Achtkarspelen,Friesland,9287
2491,Twijzelerheide,Twijzelerheide,980,980,59,9287,Achtkarspelen,Friesland,9287
2492,Twijzelerheide,Twijzelerheide,777,777,77,9287,Achtkarspelen,Friesland,9287
2493,Twijzelerheide,Twijzelerheide,963,951,103,9287,Achtkarspelen,Friesland,9287
2494,Twijzelerheide,Twijzelerheide,646,646,20,9287,Achtkarspelen,Friesland,9287
2495,Tzum,Tzum,1216,1216,299,8804,Franekeradeel,Friesland,8804
2496,Ubbergen,Ubbergen,892,892,135,6574,Ubbergen,Gelderland,6574
2497,Uddel,Uddel,846,846,59,3888,Apeldoorn,Gelderland,3888
2498,Uddel,Uddel,664,664,18,3888,Apeldoorn,Gelderland,3888
2499,Uddel,Uddel,844,844,98,3888,Apeldoorn,Gelderland,3888
2500,Uddel,Uddel,905,905,123,3888,Apeldoorn,Gelderland,3888
2501,Uden,Uden,961,958,234,5400,Uden,Noord_Brabant,5400
2502,Uden,Uden,871,868,136,5400,Uden,Noord_Brabant,5400
2503,Uden,Uden,1075,1105,829,5400,Uden,Noord_Brabant,5400
2504,Uden,Uden,811,811,65,5400,Uden,Noord_Brabant,5400
2505,Uden,Uden,882,882,75,5400,Uden,Noord_Brabant,5400
2506,Uden,Uden,787,787,126,5400,Uden,Noord_Brabant,5400
2507,Uden,Uden,704,704,148,5400,Uden,Noord_Brabant,5400
2508,Uden,Uden,801,802,195,5400,Uden,Noord_Brabant,5400
2509,Uden,Uden,1037,1036,372,5400,Uden,Noord_Brabant,5400
2510,Uden,Uden,796,796,60,5400,Uden,Noord_Brabant,5400
2511,Uden,Uden,565,565,35,5400,Uden,Noord_Brabant,5400
2512,Uden,Uden,948,948,137,5400,Uden,Noord_Brabant,5400
2513,Ugchelen,Ugchelen,864,864,19,7339,Apeldoorn,Gelderland,7339
2514,Uithoorn,Uithoorn,986,986,93,1420,Uithoorn,Noord_Holland,1420
2515,Uithoorn,Uithoorn,815,815,92,1420,Uithoorn,Noord_Holland,1420
2516,Uithuizen,Uithuizen,1036,1032,118,9980,Eemsmond,Groningen,9980
2517,Uithuizen,Uithuizen,722,730,165,9980,Eemsmond,Groningen,9980
2518,Uithuizen,Uithuizen,671,671,19,9980,Eemsmond,Groningen,9980
2519,Uithuizen,Uithuizen,1047,1047,181,9980,Eemsmond,Groningen,9980
2520,Uithuizermeeden,Uithuizermeeden,714,714,13,9982,Eemsmond,Groningen,9982
2521,Uithuizermeeden,Uithuizermeeden,745,742,40,9982,Eemsmond,Groningen,9982
2522,Ulft,Ulft,995,996,126,7070,Oude_IJsselstreek,Gelderland,7070
2523,Ulft,Ulft,890,890,37,7070,Oude_IJsselstreek,Gelderland,7070
2524,Ulft,Ulft,992,992,232,7070,Oude_IJsselstreek,Gelderland,7070
2525,Ulft,Ulft,750,750,28,7070,Oude_IJsselstreek,Gelderland,7070
2526,Ulft,Ulft,1052,1052,130,7070,Oude_IJsselstreek,Gelderland,7070
2527,Ulft,Ulft,654,654,35,7070,Oude_IJsselstreek,Gelderland,7070
2528,Ureterp,Ureterp,930,930,127,9247,Opsterland,Friesland,9247
2529,Ureterp,Ureterp,1203,1206,389,9247,Opsterland,Friesland,9247
2530,Ureterp,Ureterp,651,651,67,9247,Opsterland,Friesland,9247
2531,Ureterp,Ureterp,823,830,109,9247,Opsterland,Friesland,9247
2532,Ureterp,Ureterp,1374,1372,601,9247,Opsterland,Friesland,9247
2533,Ureterp,Ureterp,846,844,187,9247,Opsterland,Friesland,9247
2534,Ureterp,Ureterp,1084,1083,316,9247,Opsterland,Friesland,9247
2535,Ureterp,Ureterp,847,847,474,9247,Opsterland,Friesland,9247
2536,Ureterp,Ureterp,789,789,32,9247,Opsterland,Friesland,9247
2537,Ureterp,Ureterp,730,730,51,9247,Opsterland,Friesland,9247
2538,Ureterp,Ureterp,942,942,57,9247,Opsterland,Friesland,9247
2539,Urk,Urk,1159,1159,191,8320,Urk,Flevoland,8320
2540,Urk,Urk,908,908,52,8320,Urk,Flevoland,8320
2541,Urk,Urk,669,669,14,8320,Urk,Flevoland,8320
2542,Urk,Urk,988,988,83,8320,Urk,Flevoland,8320
2543,Urk,Urk,705,705,20,8320,Urk,Flevoland,8320
2544,Urk,Urk,1044,1050,197,8320,Urk,Flevoland,8320
2545,Urk,Urk,964,964,81,8320,Urk,Flevoland,8320
2546,Urk,Urk,565,565,15,8320,Urk,Flevoland,8320
2547,Urk,Urk,705,705,7,8320,Urk,Flevoland,8320
2548,Urk,Urk,897,897,27,8320,Urk,Flevoland,8320
2549,Urk,Urk,1029,1029,123,8320,Urk,Flevoland,8320
2550,Urk,Urk,584,555,56,8320,Urk,Flevoland,8320
2551,Urk,Urk,972,965,160,8320,Urk,Flevoland,8320
2552,Urk,Urk,1204,1202,291,8320,Urk,Flevoland,8320
2553,Urmond,Urmond,1139,1134,27,6129,Stein,Limburg,6129
2554,Usquert,Usquert,809,811,175,9988,Eemsmond,Groningen,9988
2555,Utrecht,Utrecht,939,939,32,3500,Utrecht,Utrecht,3500
2556,Utrecht,Utrecht,971,978,76,3500,Utrecht,Utrecht,3500
2557,Utrecht,Utrecht,935,937,80,3500,Utrecht,Utrecht,3500
2558,Utrecht,Utrecht,1176,1169,373,3500,Utrecht,Utrecht,3500
2559,Utrecht,Utrecht,985,985,80,3500,Utrecht,Utrecht,3500
2560,Utrecht,Utrecht,1415,1419,405,3500,Utrecht,Utrecht,3500
2561,Utrecht,Utrecht,1117,1117,234,3500,Utrecht,Utrecht,3500
2562,Utrecht,Utrecht,630,631,24,3500,Utrecht,Utrecht,3500
2563,Utrecht,Utrecht,1241,1241,60,3500,Utrecht,Utrecht,3500
2564,Utrecht,Utrecht,654,655,314,3500,Utrecht,Utrecht,3500
2565,Utrecht,Utrecht,1229,1228,461,3500,Utrecht,Utrecht,3500
2566,Utrecht,Utrecht,1354,1349,599,3500,Utrecht,Utrecht,3500
2567,Utrecht,Utrecht,734,739,20,3500,Utrecht,Utrecht,3500
2568,Utrecht,Utrecht,766,768,182,3500,Utrecht,Utrecht,3500
2569,Utrecht,Utrecht,832,830,181,3500,Utrecht,Utrecht,3500
2570,Utrecht,Utrecht,844,844,8,3500,Utrecht,Utrecht,3500
2571,Utrecht,Utrecht,781,781,34,3500,Utrecht,Utrecht,3500
2572,Utrecht,Utrecht,1293,1297,813,3500,Utrecht,Utrecht,3500
2573,Utrecht,Utrecht,1211,1222,504,3500,Utrecht,Utrecht,3500
2574,Utrecht,Utrecht,992,998,298,3500,Utrecht,Utrecht,3500
2575,Utrecht,Utrecht,876,881,142,3500,Utrecht,Utrecht,3500
2576,Utrecht,Utrecht,1415,1413,836,3500,Utrecht,Utrecht,3500
2577,Utrecht,Utrecht,980,974,306,3500,Utrecht,Utrecht,3500
2578,Utrecht,Utrecht,1232,1232,425,3500,Utrecht,Utrecht,3500
2579,Utrecht,Utrecht,1336,1329,517,3500,Utrecht,Utrecht,3500
2580,Vaassen,Vaassen,928,928,81,8170,Epe,Gelderland,8170
2581,Valburg,Valburg,942,942,85,6675,Overbetuwe,Gelderland,6675
2582,Valkenswaard,Valkenswaard,930,929,241,5550,Valkenswaard,Noord_Brabant,5550
2583,Varsseveld,Varsseveld,818,813,151,7050,Oude_IJsselstreek,Gelderland,7050
2584,Varsseveld,Varsseveld,715,715,100,7050,Oude_IJsselstreek,Gelderland,7050
2585,Varsseveld,Varsseveld,1065,1067,433,7050,Oude_IJsselstreek,Gelderland,7050
2586,Veendam,Veendam,1148,1148,65,9640,Veendam,Groningen,9640
2587,Veendam,Veendam,1051,1051,200,9640,Veendam,Groningen,9640
2588,Veendam,Veendam,925,925,86,9640,Veendam,Groningen,9640
2589,Veenendaal,Veenendaal,1092,1090,568,3900,Veenendaal,Utrecht,3900
2590,Veenendaal,Veenendaal,630,630,13,3900,Veenendaal,Utrecht,3900
2591,Veenendaal,Veenendaal,928,932,344,3900,Veenendaal,Utrecht,3900
2592,Veenendaal,Veenendaal,1329,1330,655,3900,Veenendaal,Utrecht,3900
2593,Veenendaal,Veenendaal,1169,1168,302,3900,Veenendaal,Utrecht,3900
2594,Veenendaal,Veenendaal,973,952,385,3900,Veenendaal,Utrecht,3900
2595,Veenendaal,Veenendaal,1028,1022,585,3900,Veenendaal,Utrecht,3900
2596,Veenendaal,Veenendaal,1005,1004,292,3900,Veenendaal,Utrecht,3900
2597,Veenendaal,Veenendaal,977,978,218,3900,Veenendaal,Utrecht,3900
2598,Veenendaal,Veenendaal,978,978,212,3900,Veenendaal,Utrecht,3900
2599,Veenendaal,Veenendaal,844,844,109,3900,Veenendaal,Utrecht,3900
2600,Veenendaal,Veenendaal,890,901,206,3900,Veenendaal,Utrecht,3900
2601,Veenendaal,Veenendaal,952,952,84,3900,Veenendaal,Utrecht,3900
2602,Veenendaal,Veenendaal,982,982,13,3900,Veenendaal,Utrecht,3900
2603,Veenwouden,Veenwouden,990,1003,385,9269,Dantumadeel,Friesland,9269
2604,Veenwouden,Veenwouden,1168,1173,545,9269,Dantumadeel,Friesland,9269
2605,Veenwouden,Veenwouden,927,948,444,9269,Dantumadeel,Friesland,9269
2606,Veldhoven,Veldhoven,478,479,43,5500,Veldhoven,Noord_Brabant,5500
2607,Veldhoven,Veldhoven,659,650,37,5500,Veldhoven,Noord_Brabant,5500
2608,Veldhoven,Veldhoven,1037,1051,514,5500,Veldhoven,Noord_Brabant,5500
2609,Velserbroek,Velserbroek,1079,1079,114,1990,Velsen,Noord_Holland,1990
2610,Velserbroek,Velserbroek,1360,1361,577,1990,Velsen,Noord_Holland,1990
2611,Velserbroek,Velserbroek,770,777,63,1990,Velsen,Noord_Holland,1990
2612,Velserbroek,Velserbroek,1020,0,7,1990,Velsen,Noord_Holland,1990
2613,Velserbroek,Velserbroek,1005,1005,183,1990,Velsen,Noord_Holland,1990
2614,Velserbroek,Velserbroek,1210,1208,270,1990,Velsen,Noord_Holland,1990
2615,Vinkel,Vinkel,875,875,61,5381,Maasdonk,Noord_Brabant,5381
2616,Vlaardingen,Vlaardingen,1024,1027,262,3130,Vlaardingen,Zuid_Holland,3130
2617,Vlaardingen,Vlaardingen,861,862,786,3130,Vlaardingen,Zuid_Holland,3130
2618,Vlaardingen,Vlaardingen,876,883,469,3130,Vlaardingen,Zuid_Holland,3130
2619,Vlaardingen,Vlaardingen,632,632,75,3130,Vlaardingen,Zuid_Holland,3130
2620,Vlaardingen,Vlaardingen,968,971,264,3130,Vlaardingen,Zuid_Holland,3130
2621,Vlaardingen,Vlaardingen,1035,1035,123,3130,Vlaardingen,Zuid_Holland,3130
2622,Vlaardingen,Vlaardingen,1085,1085,232,3130,Vlaardingen,Zuid_Holland,3130
2623,Vlaardingen,Vlaardingen,635,635,41,3130,Vlaardingen,Zuid_Holland,3130
2624,Vlaardingen,Vlaardingen,980,978,195,3130,Vlaardingen,Zuid_Holland,3130
2625,Vlaardingen,Vlaardingen,1221,1224,325,3130,Vlaardingen,Zuid_Holland,3130
2626,Vlaardingen,Vlaardingen,1023,1021,223,3130,Vlaardingen,Zuid_Holland,3130
2627,Vlaardingen,Vlaardingen,1265,1266,744,3130,Vlaardingen,Zuid_Holland,3130
2628,Vledder,Vledder,830,830,11,8380,Westerveld,Drenthe,8380
2629,Vleuten,Vleuten,931,931,33,3450,Utrecht,Utrecht,3450
2630,Vleuten,Vleuten,959,959,108,3450,Utrecht,Utrecht,3450
2631,Vleuten,Vleuten,585,585,83,3450,Utrecht,Utrecht,3450
2632,Vlijmen,Vlijmen,1027,1027,177,5250,Heusden,Noord_Brabant,5250
2633,Vlissingen,Vlissingen,703,703,78,4380,Vlissingen,Zeeland,4380
2634,Vlissingen,Vlissingen,960,960,242,4380,Vlissingen,Zeeland,4380
2635,Vlissingen,Vlissingen,1001,1001,193,4380,Vlissingen,Zeeland,4380
2636,Vlissingen,Vlissingen,1181,1176,174,4380,Vlissingen,Zeeland,4380
2637,Vlissingen,Vlissingen,971,971,54,4380,Vlissingen,Zeeland,4380
2638,Vlissingen,Vlissingen,930,932,262,4380,Vlissingen,Zeeland,4380
2639,Vlissingen,Vlissingen,1187,1194,641,4380,Vlissingen,Zeeland,4380
2640,Vlissingen,Vlissingen,1028,1032,193,4380,Vlissingen,Zeeland,4380
2641,Volendam,Volendam,1108,1109,440,1130,Edam_Volendam,Noord_Holland,1130
